query_acc	% identity	alignment length	mismatches	gap opens	bit score	evalue	OMA-Jaccard Combined	Membership Cluster 1	Membership Cluster 2	Membership Cluster 3	Membership Cluster 4	Membership Cluster 5	Max Membership	Assigned Cluster
tr|A0A0P7K7M0|A0A0P7K7M0_9PSED	66.24857746478872	545.2957746478874	0.006538698937003	2.496981891348089	764.2919517102615	7.281504237254587	2307.7384026547343	0.2517868197313221	0.1900076970884458	0.2479739794640245	0.1497496712247071	0.1604818324915004	0.2517868197313221	0
tr|A0A0L1MMA0|A0A0L1MMA0_PSESX	66.997625	545.8931451612904	0.0067072341681151	2.471774193548387	772.8548387096774	4.243890716717229	2332.401415376184	0.249706493566759	0.1890724442481406	0.2475689520990854	0.1506574786849483	0.1629946314010665	0.249706493566759	0
tr|A0A0F4V5W7|A0A0F4V5W7_PSEFL	67.18117102615695	544.6680080482897	0.0067849824747936	2.438631790744467	776.2464788732394	7.865016805888199	2336.532336928085	0.2488695717094998	0.1886688368103971	0.2478168949783236	0.1508425198770102	0.1638021766247692	0.2488695717094998	0
tr|A0A166QBC9|A0A166QBC9_PSEFL	67.44421862348179	547.7651821862348	0.0067553703369271	2.45748987854251	775.3378542510122	5.989374603628236	2325.830402968302	0.2486878434501808	0.1886671993389672	0.2474903901208685	0.1510240832809438	0.1641304838090394	0.2486878434501808	0
tr|A0A0F4XUU1|A0A0F4XUU1_9PSED	63.90444820717131	539.2828685258964	0.0061656366333227	2.4741035856573705	753.0894422310757	6.466652655189582	2551.943191387629	0.2566517978435521	0.1915228591151129	0.2453566964724116	0.1494218136895444	0.1570468328793789	0.2566517978435521	0
tr|A0A1B3C6Q4|A0A1B3C6Q4_9PSED	64.0087681451613	542.6532258064516	0.0060961366931303	3.100806451612903	760.6112903225805	6.131239185646773	2367.4480592179843	0.2605864686469493	0.1943218001934326	0.2417602542945736	0.1494850642638437	0.1538464126012006	0.2605864686469493	0
tr|A0A0Q6Q970|A0A0Q6Q970_9PSED	66.38059207920791	536.1584158415842	0.0067609174211766	2.4	764.7148514851485	4.857087295969811	2325.9758792075168	0.2509560724263954	0.1891921364976169	0.2502656245905898	0.1488989373863607	0.160687229099037	0.2509560724263954	0
tr|A0A0C2A4M0|A0A0C2A4M0_PSEFL	66.55153020134227	545.3852348993289	0.0066006303897057	2.4644295302013424	774.8679194630873	7.237216191122948	2571.95075052651	0.2505047948524109	0.1889851514474045	0.2443922373015878	0.1519511579384969	0.1641666584600999	0.2505047948524109	0
tr|A0A0N9VYX0|A0A0N9VYX0_PSEFL	66.01857317073171	550.6666666666666	0.0063976693825139	2.518292682926829	768.3284552845528	6.746739812413371	2199.181002617605	0.2514119159566054	0.190543652093362	0.2475873530273371	0.1502252205224326	0.1602318584002628	0.2514119159566054	0
tr|A0A0K1QSW9|A0A0K1QSW9_PSEFL	65.63905566600397	535.7872763419483	0.0066231265199704	2.73558648111332	758.992842942346	6.304675372826926	2262.8457313965973	0.25531693713764	0.1914820968821331	0.2485180245115703	0.1480497561730407	0.1566331852956158	0.25531693713764	0
tr|A0A0P6S6Q1|A0A0P6S6Q1_9PSED	66.42531653225807	544.9737903225806	0.0065381873345099	2.4294354838709675	773.8427419354839	7.1586036423366775	2396.7003389367665	0.2502160676478513	0.1892064791548443	0.2467860106259836	0.1509716365356962	0.1628198060356244	0.2502160676478513	0
tr|A0A1A9JHB5|A0A1A9JHB5_9PSED	67.18108847184988	544.4276139410188	0.0067650895017087	2.454423592493298	776.8723860589813	7.631054715815351	2470.711309336104	0.2492477097508693	0.1885193896031009	0.2460930110506464	0.1514970438866743	0.164642845708709	0.2492477097508693	0
tr|A0A0C2MIF1|A0A0C2MIF1_9PSED	67.01561122244489	542.1803607214429	0.0067584035305626	2.43687374749499	774.031863727455	6.611899312882001	2457.0690255514605	0.2496337729083933	0.1886015117630948	0.246895681650145	0.1509668203910406	0.1639022132873263	0.2496337729083933	0
tr|A0A0J6LD36|A0A0J6LD36_9PSED	58.86705714285714	550.6346938775511	0.0050706263274582	3.4816326530612245	732.284693877551	8.669007233277743	1785.4379220141082	0.273484359963857	0.2040222999776856	0.2398318004511116	0.1450727978316146	0.1375887417757311	0.273484359963857	0
tr|A0A1C1ABH7|A0A1C1ABH7_PSEPU	57.025418230563005	544.470509383378	0.0048927013714022	2.5804289544235925	718.5650134048258	5.244407992156564	2160.9654793992368	0.2713613142086994	0.2002596362432189	0.2441801667617976	0.1446161508264365	0.1395827319598473	0.2713613142086994	0
tr|A0A1Q8EPI7|A0A1Q8EPI7_9PSED	66.0595659229209	548.2454361054766	0.0063883269645149	2.4685598377281948	769.1423935091277	8.308672171543895	2166.442274267633	0.2508018622156801	0.1902861309155524	0.2487411972461013	0.1499134963606993	0.1602573132619668	0.2508018622156801	0
tr|A0A2T6GSM1|A0A2T6GSM1_9PSED	64.33484210526316	528.8654970760234	0.0064599804420024	2.38401559454191	738.0037037037038	2.329445647228917	2427.238938600092	0.2570887753636274	0.1910897551080891	0.251196708946267	0.1461829702451369	0.1544417903368792	0.2570887753636274	0
tr|A0A0W0P306|A0A0W0P306_9PSED	64.49538276553106	543.3587174348697	0.0062165188610884	2.49498997995992	758.6511022044089	6.692142659417914	2371.019737195033	0.2550225548169387	0.191405280527217	0.2467318819944271	0.1493796383445089	0.1574606443169081	0.2550225548169387	0
tr|A0A0A4GDI1|A0A0A4GDI1_9PSED	63.86927855711424	537.9959919839679	0.0061245025460102	2.7655310621242486	751.5941883767536	6.089133433683212	2387.168993834899	0.2592429848360956	0.1931025560927072	0.2454854665638235	0.1482313757937815	0.1539376167135921	0.2592429848360956	0
tr|A0A1S1V148|A0A1S1V148_9PSED	63.4602589041096	555.1178082191781	0.0057705225712437	2.584931506849315	771.3320547945204	12.839380523046792	1966.1277091798968	0.2541387354477541	0.193595826533363	0.2465833827142367	0.150250895777919	0.1554311595267272	0.2541387354477541	0
tr|A0A109Z2V1|A0A109Z2V1_SERLI	58.25981763527054	541.5150300601202	0.0051202065982963	3.31062124248497	713.9246492985973	6.290964703814802	2301.541676638965	0.277763771592953	0.2021025061569966	0.238090986501562	0.1442210224300373	0.137821713318451	0.277763771592953	0
tr|A0A159ZWU7|A0A159ZWU7_PSEFL	63.55506072874493	547.3927125506073	0.0059252503325968	2.380566801619433	768.9264507422403	6.438767544921635	2541.0122886140944	0.2543462186068828	0.1912376875738091	0.2433282588281823	0.1516278088162923	0.1594600261748333	0.2543462186068828	0
tr|A0A293QLM5|A0A293QLM5_PSEFL	66.06831034482758	548.9939148073022	0.0063985252041593	2.4949290060851927	774.5774847870182	7.75422117329005	2257.167898805585	0.2507051213898363	0.1900913532754558	0.2469209204003167	0.1508519830632351	0.1614306218711559	0.2507051213898363	0
tr|A0A0N9X1L9|A0A0N9X1L9_PSEFL	64.17083501006036	544.0422535211268	0.0060995062674634	2.4788732394366195	763.1034205231389	7.016524234664494	2478.0163964817243	0.2549953139101265	0.1913147694084105	0.2448428357928399	0.1504113650946127	0.1584357157940104	0.2549953139101265	0
tr|A0A1Q3I0H7|A0A1Q3I0H7_9PSED	66.19576494023904	538.8406374501992	0.0066711845540891	2.4681274900398407	764.5053784860556	7.193878044928626	2374.7929302833086	0.2518828232245079	0.1896274093312863	0.2485234301039814	0.1494060428308597	0.1605602945093645	0.2518828232245079	0
tr|U7A2K8|U7A2K8_9PSED	64.61777016129032	546.2231182795699	0.0061882934279246	2.46505376344086	766.515053763441	6.502257271442626	2371.7354885806094	0.2536538889400618	0.1910519827545901	0.2459004549865824	0.150398339094883	0.1589953342238826	0.2536538889400618	0
tr|A0A0Q7A2J5|A0A0Q7A2J5_9PSED	64.42009311740891	548.1039136302294	0.0061272074038945	2.47638326585695	768.0408906882592	10.06168396894587	2588.0542326455093	0.2540818987978605	0.1908927506147995	0.2426917693950132	0.1518207252083922	0.1605128559839345	0.2540818987978605	0
tr|A0A0L6FTW2|A0A0L6FTW2_9PSED	58.59174489795919	547.9979591836735	0.0050303873947838	2.7224489795918365	722.4330612244897	5.755087606460552	2251.559137939141	0.2698422518092097	0.1990740097314278	0.2426446008044294	0.1458447091048342	0.142594428550099	0.2698422518092097	0
tr|A0A059L8S9|A0A059L8S9_9PSED	67.29608484848485	546.1737373737374	0.0067499381813047	2.4343434343434343	779.9987878787879	10.444980637844347	2340.394208738157	0.2482894423681244	0.1885130058485732	0.2472819219672073	0.1513414483275255	0.1645741814885693	0.2482894423681244	0
tr|A0A1J0ESS0|A0A1J0ESS0_9PSED	65.61862424242425	546.9535353535354	0.0064006409475125	2.4727272727272727	761.9941414141414	7.216962974037168	2173.5021706875577	0.2522612879338959	0.1907900611238872	0.2491724565453216	0.1491482745604753	0.15862791983642	0.2522612879338959	0
tr|A0A1P8F2G9|A0A1P8F2G9_9PSED	66.48574302788846	539.0597609561753	0.0067185048819323	2.410358565737052	763.3350597609561	6.510783822092214	2324.783704592488	0.2509962010606358	0.1892685755879242	0.2498360248000253	0.1490730694375232	0.1608261291138914	0.2509962010606358	0
tr|A0A176NHS4|A0A176NHS4_9PSED	63.81234538152611	542.4056224899598	0.0060489009932887	2.471887550200804	756.1383534136546	8.124027351330307	2490.5783354476885	0.2562777040330697	0.1916951413134145	0.2452706252898329	0.1496947689492149	0.1570617604144678	0.2562777040330697	0
tr|A0A255YLA0|A0A255YLA0_9PSED	67.26801204819277	542.6767068273092	0.0068016056998006	2.391566265060241	772.0869477911647	9.75395077933148	2343.017276469652	0.2488520705798793	0.1884389168381904	0.2488388276452326	0.1502997506220632	0.1635704343146342	0.2488520705798793	0
tr|A0A2R7K6H6|A0A2R7K6H6_9PSED	66.47623822341858	546.9771197846568	0.0065417594199116	2.468371467025572	780.0080753701211	7.857759597451015	2446.409363109668	0.2498768674618449	0.1891527199397254	0.2451266793707582	0.1519394002739093	0.1639043329537619	0.2498768674618449	0
tr|A0A2N8BHY4|A0A2N8BHY4_9PSED	66.27364848484848	546.3656565656565	0.0065102449926912	2.470707070707071	772.1656565656566	6.240616930138076	2200.606432777677	0.250352187258738	0.1899201714713584	0.2485924027469937	0.150113068618743	0.1610221699041669	0.250352187258738	0
tr|A0A2J7URJ7|A0A2J7URJ7_9PSED	66.71532037533512	544.7278820375335	0.0066635696574404	2.445040214477212	773.6000000000001	7.704749300103541	2424.344087817502	0.2500328756240886	0.1889922905883673	0.2466137886264683	0.1510402602217001	0.1633207849393754	0.2500328756240886	0
tr|A0A2K4GEK6|A0A2K4GEK6_9PSED	63.326428	541.696	0.0059790013883839	2.43	743.949	4.876831634598728	2103.8084089691924	0.2571076179797176	0.1930738537388156	0.2510822153240854	0.1465866268474709	0.1521496861099104	0.2571076179797176	0
tr|A0A2N1GT25|A0A2N1GT25_9PSED	65.40274603174602	536.7579365079365	0.0065105339824953	2.4761904761904763	756.0551587301587	5.839605943285054	2351.038851923028	0.2539815482769907	0.1905000186558183	0.2492743895866593	0.1483128818762582	0.1579311616042734	0.2539815482769907	0
tr|A0A2L0LN65|A0A2L0LN65_9PSED	59.09376180698151	554.2422997946612	0.0050320311582352	2.722792607802875	733.6373716632444	8.07497717258568	2277.055192435702	0.2672458973385228	0.1982747014741601	0.2410585450802781	0.1478430255953178	0.1455778305117209	0.2672458973385228	0
tr|A0A2M8SP98|A0A2M8SP98_9PSED	64.43591105121293	546.9743935309973	0.006132281708927	2.466307277628032	770.2324797843665	8.024730559842896	1023.7620330275184	0.2448677388254429	0.1954490244226378	0.2586809352267743	0.1480136225147858	0.152988679010359	0.2586809352267743	2
tr|A0A2A5RAC0|A0A2A5RAC0_PSEFL	66.10026653306613	542.8657314629259	0.0065435753278024	2.4549098196392785	765.3547094188377	7.392580814424349	2467.836241296315	0.2519323588706589	0.189599394479718	0.2465820910347354	0.1503663818748218	0.1615197737400658	0.2519323588706589	0
tr|A0A2K4J4X2|A0A2K4J4X2_9PSED	64.93122745625841	546.9232839838493	0.0062316004537344	2.4697173620457606	769.5798115746973	6.55572405468687	2388.3283854434994	0.2529471155538929	0.1907279141487905	0.2455392235603326	0.1508128186568451	0.1599729280801388	0.2529471155538929	0
tr|A0A2C5W3H0|A0A2C5W3H0_PSEPU	67.51899796334013	550.4256619144603	0.0066906489950251	2.468431771894094	784.3859470468432	11.023501001495468	2473.1311765685346	0.2480610159110287	0.188303041983359	0.2445500454419974	0.1527278791372749	0.1663580175263398	0.2480610159110287	0
tr|A0A2A2PT73|A0A2A2PT73_9PSED	67.12602620967743	545.4818548387096	0.0067094116646554	2.4596774193548385	777.4072580645161	7.61907592307201	2471.869094753536	0.2492949847203009	0.1885996568335552	0.245777088015631	0.1516579084480324	0.1646703619824802	0.2492949847203009	0
tr|A0A2N0DMB0|A0A2N0DMB0_9PSED	66.42240442655935	544.9859154929577	0.0065624418013661	2.4627766599597587	768.0830985915494	5.519507128431387	2396.5296830965967	0.2510910042418209	0.1894796316617345	0.2470183631321345	0.1504624981795336	0.1619485027847764	0.2510910042418209	0
tr|A0A1X1P1Z3|A0A1X1P1Z3_9PSED	58.884744376278114	552.1840490797546	0.0050187816928193	2.703476482617587	726.8292433537832	6.58206639243142	2269.3730300026573	0.2684058863100128	0.1985953236164102	0.2418740061734374	0.146891770514131	0.1442330133860086	0.2684058863100128	0
tr|A0A2N8F4L3|A0A2N8F4L3_9PSED	59.24915662650602	533.9618473895582	0.0053011429775851	2.632530120481928	712.2275100401607	6.546494504793046	2250.5682710371057	0.2701233848540078	0.1980775777148852	0.2475165779031028	0.1430955491920639	0.1411869103359402	0.2701233848540078	0
tr|A0A2N8E1V7|A0A2N8E1V7_9PSED	66.32027217741935	545.9616935483871	0.0065150854144195	2.481854838709677	766.5391129032258	6.16348918089685	2470.121030323378	0.2516705622039395	0.1895884046719415	0.2458690118161511	0.1507909430061967	0.1620810783017711	0.2516705622039395	0
tr|A0A2J7UGI5|A0A2J7UGI5_9PSED	64.70636746987952	544.1646586345381	0.0062359905451454	2.461847389558233	757.0024096385542	6.624931699281719	2441.279036446276	0.2547435123342387	0.1910311695466615	0.2462569398581469	0.1496650299781178	0.1583033482828349	0.2547435123342387	0
tr|A0A1Y1T9L5|A0A1Y1T9L5_PSECL	66.17084507042254	544.3340040241449	0.006534142772019	2.4688128772635816	769.2712273641852	5.852349459399597	2201.7237193596507	0.2508246348464301	0.1900066794068829	0.249157823995061	0.1496396157476701	0.1603712460039557	0.2508246348464301	0
tr|A0A1E8PGI3|A0A1E8PGI3_9PSED	66.09143227091633	538.203187250996	0.0066507679731471	2.434262948207172	761.7235059760956	7.042868733255842	2369.0168982908235	0.2520454101757552	0.189629453756	0.2491201819388778	0.1490612865886511	0.1601436675407158	0.2520454101757552	0
tr|A0A1V3T9J2|A0A1V3T9J2_9PSED	66.91097843665767	547.0902964959569	0.0066368510800945	2.4595687331536387	776.4780323450134	7.188743406675502	2414.0509518063213	0.2495295807114991	0.1889127071723219	0.2461116659014428	0.1514748064101767	0.1639712398045593	0.2495295807114991	0
tr|A0A2R4PX28|A0A2R4PX28_9PSED	67.21657575757577	545.9434343434343	0.0066933494722113	2.4444444444444446	779.7486868686868	9.78127796790116	2454.0828472624	0.2487779034923266	0.1884538293572792	0.2458777047640294	0.1518189870558439	0.1650715753305208	0.2487779034923266	0
tr|A0A1V3MRL3|A0A1V3MRL3_9PSED	66.85933601609658	543.7907444668008	0.0066814541479219	2.4185110663983904	774.476861167002	7.088627876121586	2321.843496997995	0.2493051543808378	0.18888650393158	0.2482227364971192	0.1505453504614994	0.1630402547289634	0.2493051543808378	0
tr|A0A2U1QSC4|A0A2U1QSC4_9PSED	65.90750200000001	541.046	0.0065408208376946	2.484	761.7164	7.666759043207498	2378.955913754191	0.2526897916418417	0.1900509204808373	0.2479589005230031	0.1494158952517481	0.1598844921025695	0.2526897916418417	0
tr|A0A2K4GVE3|A0A2K4GVE3_9PSED	67.3679109311741	547.5748987854251	0.0067374044177357	2.465587044534413	780.3854251012147	9.958679261815858	2466.928393824816	0.2486711042740713	0.1884287790060432	0.2453515877760346	0.1520863738784219	0.165462155065429	0.2486711042740713	0
tr|A0A2S4G9H9|A0A2S4G9H9_9PSED	64.99231589537223	545.0643863179074	0.0062594454520221	2.4788732394366195	759.561569416499	9.911263173934923	2406.7257233657974	0.254123149097628	0.1908876080964417	0.2464025393753424	0.1498117644992322	0.1587749389313556	0.254123149097628	0
tr|A0A2A2DWI1|A0A2A2DWI1_9PSED	66.6558514056225	542.9598393574297	0.0066920188488348	2.433734939759036	772.4576305220884	4.465884538134044	2318.8474892706663	0.2499154665184079	0.1891375991363085	0.2483452293868116	0.150268386458149	0.1623333185003227	0.2499154665184079	0
tr|A0A2K4FXA8|A0A2K4FXA8_9PSED	63.77959126984126	537.4702380952381	0.0061754863670683	2.4682539682539684	752.7043650793651	5.271970919586651	2480.991670900404	0.256803634968479	0.1916845407277934	0.246552368498104	0.1488022091021936	0.1561572467034298	0.256803634968479	0
tr|A0A2R4HCG4|A0A2R4HCG4_9PSED	62.81367	536.93	0.0059421233619274	2.664	743.6962	7.118133392541928	2294.340381621709	0.2607333184250925	0.1939706363707725	0.2473235475244538	0.1468894451796573	0.1510830525000237	0.2607333184250925	0
tr|A0A1V4F7Z6|A0A1V4F7Z6_9PSED	64.17762874251497	540.1576846307386	0.0062085627225367	2.475049900199601	755.8714570858283	5.830177988279503	2556.3993140555194	0.2559453717504529	0.1912487899743941	0.2451458875693686	0.1497780500814207	0.1578819006243635	0.2559453717504529	0
tr|A0A2K9M333|A0A2K9M333_PSEFL	64.31908739837398	548.69918699187	0.0060329602010721	2.5040650406504064	768.0063008130081	10.961156072328912	2539.3644436723694	0.25439525808507	0.1911802061478029	0.2428864943684052	0.1516349931826481	0.1599030482160738	0.25439525808507	0
tr|A0A1W5DJF6|A0A1W5DJF6_9GAMM	57.82585370741484	541.8176352705411	0.0050426449617729	3.3006012024048097	710.606613226453	8.097520805319943	2348.997909413861	0.2788370760748034	0.2024076729062241	0.2372977081641318	0.1441818825294802	0.1372756603253604	0.2788370760748034	0
tr|A0A2N8H9Y3|A0A2N8H9Y3_9PSED	66.38642714570858	540.7225548902196	0.0066802667644287	2.435129740518962	765.0325349301397	5.344866319478102	2567.4428847451272	0.2516009817726523	0.1891080815106942	0.2460984899752289	0.1506248350380011	0.1625676117034232	0.2516009817726523	0
tr|A0A2N1EWZ2|A0A2N1EWZ2_9PSED	65.29803012048193	542.8734939759037	0.0063251745583253	2.4116465863453813	764.7333333333332	6.256567964368772	2279.379511366299	0.2523242053018642	0.1904079965918527	0.2486628246932346	0.1494366750630788	0.1591682983499695	0.2523242053018642	0
tr|A0A267AIQ1|A0A267AIQ1_PSEFR	60.14212398373984	547.5426829268292	0.0052935667447322	3.3272357723577235	734.1678861788617	5.713600991498608	1794.314931657943	0.2699898442336708	0.2018454833309008	0.2430661776354205	0.144970780680156	0.1401277141198519	0.2699898442336708	0
tr|A0A2S9BEN1|A0A2S9BEN1_9PSED	66.2039156626506	542.8192771084338	0.0065336320366108	2.433734939759036	770.6586345381526	5.701053597492597	2391.53529629492	0.2509115995244011	0.1894245849057625	0.2473173397317598	0.1504531212009507	0.1618933546371257	0.2509115995244011	0
