query_acc	mean_jaccard	% identity	alignment length	mismatches	gap opens	bit score	evalue	Membership Cluster 1	Membership Cluster 2	Membership Cluster 3	Membership Cluster 4	Membership Cluster 5	Max Membership	Assigned Cluster
tr|A0A2P8AQU7|A0A2P8AQU7_9ACTN	0.10818652393753193	21.308042518397382	209.8961569910057	0.00708903265303229	5.426001635322976	87.90016353229763	2.7423691512900006	0.02312930984963714	0.20009621218342305	0.03601918516001633	0.6922818490241934	0.048473443782730045	0.6922818490241934	3
tr|A0A330MIB2|A0A330MIB2_9FLAO	0.10818652393753193	21.936219489120155	146.40681173131503	0.010075685790135944	4.031220435193945	62.627246925260174	1.0349369665989843	0.037360926357062285	0.25520758179753633	0.05601033279009704	0.5798716195340877	0.0715495395212167	0.5798716195340877	3
tr|A0A330N3Q8|A0A330N3Q8_9FLAO	0.10818652393753193	21.127935281837157	155.51565762004176	0.00942959702411005	4.386221294363256	64.83079331941545	1.5290030098574032	0.034708760587358875	0.24928226930833988	0.05250248476407837	0.5954949179215943	0.0680115674186286	0.5954949179215943	3
tr|A0A330MQ60|A0A330MQ60_9FLAO	0.10818652393753193	22.19336415633937	147.4146806482364	0.009997425782944366	4.209723546234509	62.88693994280268	1.286433944454002	0.03629773198513385	0.2523481869157913	0.05441982966249163	0.5870119545157525	0.06992229692083071	0.5870119545157525	3
tr|A2SI47|A2SI47_METPP	0.0034442204301075247	26.58317792068596	158.33011789924973	0.00946516162490405	5.083958556627367	134.27981421936406	31.257906553567942	0.0523265255450301	0.18362826754321696	0.07680369798261194	0.582384410650942	0.10485709827819893	0.582384410650942	3
tr|W0TNY1|W0TNY1_9GAMM	0.05272037410394265	34.92032608695652	243.2826086956522	0.007130676905888797	3.4565217391304346	253.09782608695647	1.24863288386676	0.03342631367018494	0.1402202718194246	0.05077109844791109	0.7129911449600396	0.06259117110243984	0.7129911449600396	3
tr|Q0S9W1|Q0S9W1_RHOJR	0.11444439716869123	26.567216701173223	150.13871635610766	0.009730055459384209	4.097308488612836	131.607867494824	34.914111094213354	0.029770217573188422	0.22605991999172967	0.044725051120632735	0.6434280694682623	0.05601674184618688	0.6434280694682623	3
tr|I7ZF27|I7ZF27_9GAMM	0.05272037410394265	42.112372549019604	52.80392156862745	0.040605079053670126	0.6862745098039216	55.42745098039216	0.33248471499312426	0.0945445661650796	0.23878911833502983	0.11484831452729094	0.42235694935620455	0.1294610516163951	0.42235694935620455	3
tr|I7ZGZ4|I7ZGZ4_9GAMM	0.05272037410394265	47.24112195121951	55.90243902439025	0.04099998319000689	0.5121951219512195	65.55853658536586	0.3418535181021026	0.10034238091319199	0.23653592684601377	0.11818855335661485	0.41400296364929606	0.13093017523488334	0.41400296364929606	3
tr|A2SL22|A2SL22_METPP	0.05272037410394265	38.715022727272725	247.86363636363637	0.007644196774939788	3.5454545454545454	262.54090909090905	0.9309236416056689	0.034582980226266845	0.1390421786082366	0.051556593940729076	0.7118051548327018	0.06301309239206564	0.7118051548327018	3
tr|A2SI51|A2SI51_METPP	0.17421741658132767	37.5701568627451	215.90196078431373	0.008536992910300236	2.7058823529411766	229.21764705882353	0.6444427456287823	0.03344371159752168	0.4055341171530684	0.048740018545906684	0.461276257250793	0.051005895452710344	0.461276257250793	3
tr|A1K8A4|A1K8A4_AZOSB	0.05272037410394265	49.523722222222226	56.77777777777778	0.04104901393655072	0.4722222222222222	69.4777777777778	0.4737131319596353	0.10300091823061903	0.23561218959688546	0.11962051553056903	0.4101332902814479	0.13163308636047844	0.4101332902814479	3
tr|A2SI50|A2SI50_METPP	0.006055387544802867	40.618967213114765	57.77049180327869	0.03423118918012043	0.8688524590163934	53.7344262295082	0.46261322932776766	0.09627473281365072	0.21996311225422935	0.11966832763533367	0.4243531264077131	0.13974070088907314	0.4243531264077131	3
tr|A2SL21|A2SL21_METPP	0.05272037410394265	43.908131578947376	67.52631578947368	0.03256211450419579	1.0263157894736843	70.45526315789473	0.45295588281220756	0.08862527191364294	0.23451512525439627	0.10909413909938939	0.4439198677569437	0.12384559597562786	0.4439198677569437	3
tr|A2SI49|A2SI49_METPP	0.19489153972520898	50.75813953488373	372.7906976744186	0.007279498369699627	3.255813953488372	543.7906976744187	1.6783254995213848	0.09082576389187891	0.34152666590442554	0.12586174545583156	0.3336006420320519	0.10818518271581223	0.34152666590442554	1
tr|A0A126SXT5|A0A126SXT5_9BACT	0.05272037410394265	50.01922580645163	61.16129032258065	0.0399999840000064	0.45161290322580644	78.7258064516129	0.37010369230963924	0.1027400597252101	0.23453624197822004	0.11938745220646965	0.41237345546526877	0.13096279062483132	0.41237345546526877	3
tr|A2SL20|A2SL20_METPP	0.08864947356630823	51.844787878787876	293.54545454545456	0.011478259552060641	1.4848484848484849	454.6939393939394	0.7817065506772068	0.08450986429905598	0.21718026491963194	0.11539244449681463	0.47201789903199365	0.11089952725250375	0.47201789903199365	3
tr|I0WXI8|I0WXI8_9NOCA	0.11444439716869123	26.741930631868133	150.2242445054945	0.009769221298784133	4.138736263736264	133.01356456043956	64.87348466839475	0.02940974626572793	0.22420485406220267	0.04417482026419712	0.646824612490913	0.055385966916959205	0.646824612490913	3
tr|L2TAX5|L2TAX5_9NOCA	0.11444439716869123	27.049768246281566	148.1971636112072	0.009899938065600503	4.059840885506745	131.2512971290211	46.05683952040001	0.030221809503759748	0.22702835592299844	0.045247085517298856	0.640967133851927	0.05653561520401582	0.640967133851927	3
tr|N1M644|N1M644_9NOCA	0.045315500192012206	26.709017158544956	148.18291008922444	0.009847754221917311	4.064172958133151	128.5754289636239	27.106696338596947	0.043406924568367256	0.1861910616954056	0.06429633259123879	0.621957180274857	0.08414850087013133	0.621957180274857	3
tr|A0A1B1JX64|A0A1B1JX64_RHOOP	0.11444439716869123	26.627484407484406	150.17983367983368	0.009717890616616976	4.143451143451143	133.87650727650725	39.33051425040908	0.029367149345841028	0.2241605434749071	0.04414149132606211	0.646979827709053	0.055350988144136824	0.646979827709053	3
tr|K8XRS6|K8XRS6_RHOOP	0.11444439716869123	27.0041541366289	149.69275660830758	0.0098353339843969	4.18262959148644	131.17511156882938	44.51847526977578	0.029304031442423682	0.22375316768530715	0.04392936134312827	0.6478611127810612	0.055152326748079766	0.6478611127810612	3
tr|A0A1W5YR19|A0A1W5YR19_9SPHN	0.17421741658132767	34.01760714285714	227.08928571428572	0.0075026789655010424	3.607142857142857	237.9714285714286	1.2334318169904355	0.023387246706440695	0.4144728326882988	0.03544632990291752	0.4878145038017103	0.03887908690063265	0.4878145038017103	3
tr|W0TLG1|W0TLG1_9GAMM	0.00039762544802867354	48.1838125	53.78125	0.03818614293607907	0.3125	68.715625	0.4776809545020829	0.10853231057775525	0.21702980107107306	0.1282636605314605	0.4009175504116942	0.14525667740801693	0.4009175504116942	3
tr|G8MIT7|G8MIT7_9BURK	0.08267729134664613	53.258565217391286	328.54347826086956	0.00997614300823557	1.8695652173913044	507.51521739130436	0.9235564311048987	0.09230035146233868	0.2146351746604272	0.12645811894779888	0.4455707017355923	0.12103565319384292	0.4455707017355923	3
tr|I8TBQ9|I8TBQ9_9GAMM	0.05272037410394265	38.52782692307692	219.76923076923077	0.00866666591555562	3.3846153846153846	229.71153846153842	0.6326580783743754	0.03685466663728851	0.14820302062017224	0.05406111796350237	0.6946251720472676	0.06625602273176917	0.6946251720472676	3
tr|N6XI85|N6XI85_9RHOO	0.08267729134664613	42.82275862068966	68.62068965517241	0.028487221747255098	0.5172413793103449	76.8344827586207	0.47688513103405633	0.08709631625901867	0.25324353899901864	0.10773402587255078	0.4339736438022621	0.11795247506714973	0.4339736438022621	3
tr|A0A060PB79|A0A060PB79_9BURK	0.08267729134664613	53.15841304347825	328.54347826086956	0.009948095896166931	1.8695652173913044	507.3717391304348	0.9235749740093955	0.092103526540419	0.21462181137615344	0.12631153952755275	0.44602630722239844	0.12093681533347635	0.44602630722239844	3
tr|I8I492|I8I492_9GAMM	0.08864947356630823	49.81826470588235	284.4117647058824	0.01165181495489476	1.1764705882352942	441.6529411764706	0.6021606231583183	0.08269981268227747	0.21807240908544837	0.11412171755175782	0.4755098411553717	0.10959621952514474	0.4755098411553717	3
tr|I8T9K8|I8T9K8_9GAMM	0.19489153972520898	53.06722727272727	343.27272727272725	0.009247582162896983	2.1136363636363638	531.1795454545455	1.111604034516316	0.1014842541473244	0.330901484077198	0.13396840836928559	0.3241018948525546	0.10954395855363733	0.330901484077198	1
tr|A0A059KHV2|A0A059KHV2_9BURK	0.08864947356630823	48.968916666666665	247.33333333333334	0.01274336120792565	1.2222222222222223	374.2416666666666	0.4634972723185524	0.07265932180552494	0.21487926979250874	0.09937342540893336	0.5142319651694488	0.09885601782358416	0.5142319651694488	3
tr|A0A126SXT0|A0A126SXT0_9BACT	0.05272037410394265	40.55102272727273	246.11363636363637	0.007858545551391313	3.4545454545454546	267.52272727272725	1.0480478346810451	0.03697179795343478	0.14345795484508378	0.05448024553511048	0.6991708251658416	0.06591917650052949	0.6991708251658416	3
tr|A0A126SXU2|A0A126SXU2_9BACT	0.08864947356630823	54.72286206896552	321.8965517241379	0.01116672959632207	1.2758620689655173	515.6310344827587	0.7158144895168966	0.10165881884586603	0.2196636832096354	0.1356052858970087	0.4182287446626812	0.12484346738480871	0.4182287446626812	3
tr|A2SI48|A2SI48_METPP	0.17312974697047268	51.194849999999995	94.8	0.024183791007547518	0.4	129.74499999999998	0.6825891973433627	0.09319199458840806	0.3395950470159106	0.10683051025512694	0.3572016838719501	0.10318076426860424	0.3572016838719501	3
tr|A2SL19|A2SL19_METPP	0.05272037410394265	50.16770833333333	81.33333333333333	0.029850737357988846	0.2916666666666667	114.98750000000001	0.5031421225553582	0.0982289206165574	0.23007965915207343	0.11697969215226574	0.4277826445525335	0.12692908352656998	0.4277826445525335	3
tr|A2SI52|A2SI52_METPP	0.17312974697047268	45.53495833333333	64.79166666666667	0.030573239060410984	0.20833333333333334	82.35	1.5423925631997604	0.09402493147919785	0.33944766834714074	0.10931753694116783	0.3489098082910258	0.10830005494146776	0.3489098082910258	3
tr|A0A1W5YR18|A0A1W5YR18_9SPHN	0.10013734212322904	42.443814814814814	65.03703703703704	0.03128620110396953	1.5925925925925926	69.15185185185184	1.2546123244608414	0.07793025774170345	0.2672417358643156	0.09669158836697757	0.44976980849201703	0.10836660953498635	0.44976980849201703	3
tr|A0A218MP14|A0A218MP14_PROMI	0.06315964221710188	41.5732	29.675	0.05925922414268199	0.175	39.02	0.5411651780629457	0.10728567835588487	0.2470703778801748	0.12466976162298081	0.3837671154553366	0.13720706668562288	0.3837671154553366	3
tr|G2HYY2|G2HYY2_9PROT	0.0014576932923707113	41.09381481481482	55.2962962962963	0.032028459492664224	0.2962962962962963	66.25555555555556	1.1894035239440899	0.10064588135380427	0.21864526643027662	0.12459702490300845	0.4130373690970117	0.14307445821589893	0.4130373690970117	3
tr|G8MIU0|G8MIU0_9BURK	0.10181611623143876	48.81896153846154	66.42307692307692	0.03312100813826482	0.34615384615384615	82.32307692307691	1.6148807531029479	0.09580168491398675	0.26518387815350314	0.11208598937713124	0.40863602045209124	0.11829242710328769	0.40863602045209124	3
tr|N6YAF4|N6YAF4_9RHOO	0.00016801075268817206	45.145035714285704	58.57142857142857	0.033653834828036355	0.39285714285714285	72.925	0.9739034538310103	0.10350444958907341	0.21667530110401145	0.1255069238916221	0.4109364740250773	0.14337685139021566	0.4109364740250773	3
tr|A0A060PA25|A0A060PA25_9BURK	0.10181611623143876	48.11836000000001	68.6	0.03140702531186391	0.36	84.736	3.2132643516494244	0.09389205639768794	0.2653481821699465	0.11087458120627912	0.412683360551143	0.11720181967494354	0.412683360551143	3
tr|W0TJR7|W0TJR7_9GAMM	0.05272037410394265	47.801783783783776	58.648648648648646	0.03613279944420333	0.4864864864864865	77.83783783783784	0.274073322910152	0.09894997509230688	0.23506924934579795	0.1173130869640893	0.41912946599162626	0.12953822260617964	0.41912946599162626	3
tr|I8TB39|I8TB39_9GAMM	0.17312974697047268	53.66085714285714	88.61904761904762	0.028074858428181453	0.2857142857142857	126.3952380952381	0.4895080933170258	0.1006956707672623	0.3317361082858413	0.11164721569112333	0.3488967722654609	0.10702423299031213	0.3488967722654609	3
tr|N6Y9M5|N6Y9M5_9RHOO	0.05272037410394265	48.03295238095238	92.28571428571429	0.02354259535432172	0.9047619047619048	120.00952380952383	0.6907847018162045	0.08712841661922194	0.22650924243089293	0.10759209800882825	0.4590769923070582	0.11969325063399872	0.4590769923070582	3
tr|A0A059KI67|A0A059KI67_9BURK	0.05272037410394265	53.32672727272727	86.27272727272727	0.02910052063212362	0.3181818181818182	123.02727272727272	0.46511411574829886	0.10118743960382115	0.22853764604646273	0.11841066582807967	0.42440659598095953	0.1274576525406768	0.42440659598095953	3
tr|A0A126SXU0|A0A126SXU0_9BACT	0.17312974697047268	50.86663636363636	67.18181818181819	0.034518816536391786	0.24242424242424243	89.5909090909091	0.3433911205091595	0.10203697804415816	0.33100137898323057	0.11314151256365841	0.343219688597864	0.11060044181108884	0.343219688597864	3
sp|Q05185|PHT5_PSEPU	0.2016185035842294	52.417426	231.48666666666668	0.009109015882267549	0.4573333333333333	351.694	99999.99999999999	0.14927638757906794	0.036949025814875	0.6133351702322907	0.035167989492426506	0.16527142688133983	0.6133351702322907	2
sp|Q59727|PHTD_COMTE	0.16147793458781362	55.339650666666664	328.25733333333335	0.006848438999915148	0.5013333333333333	504.578	99999.99999999999	0.08947206673405368	0.019211961408180087	0.7678296529914167	0.020297948786249784	0.10318837008009979	0.7678296529914167	2
tr|A0A0B8NVF1|A0A0B8NVF1_9VIBR	0.16147793458781362	33.341945333333335	271.156	0.005755792874570165	3.5153333333333334	353.75666666666666	99999.99999999999	0.04043881229893766	0.026523201939377457	0.27662171731145785	0.027728503987172262	0.6286877644630547	0.6286877644630547	4
tr|Q0RWC9|Q0RWC9_RHOJR	0.2016185035842294	66.5668475609756	231.0548780487805	0.013331163886920112	0.9420731707317073	319.96829268292686	7.922077671141028	0.11849269667880916	0.3425015746486746	0.12408002566358538	0.311555404058739	0.10337029895019181	0.3425015746486746	1
tr|Q2KXR9|Q2KXR9_BORA1	0.2016185035842294	53.278521999999995	327.75933333333336	0.006611365823774087	1.868	491.164	99999.99999999999	0.019856337791323984	0.0045367684854835865	0.9446701634264973	0.004368591869782153	0.026568138426912597	0.9446701634264973	2
tr|A0A0H3KTR5|A0A0H3KTR5_BURM1	0.16147793458781362	55.71670866666666	328.27666666666664	0.006907348942667921	0.5013333333333333	504.304	99999.99999999999	0.09239687368347242	0.019536896245755928	0.7631025082924124	0.020643140893977004	0.10432058088438208	0.7631025082924124	2
tr|A0A0H3KPT9|A0A0H3KPT9_BURM1	0.16147793458781362	55.927313999999996	328.188	0.006942001406310645	0.49666666666666665	504.698	99999.99999999999	0.09435952646179727	0.019768002525530244	0.7599443744822546	0.02088846512430272	0.10503963140611516	0.7599443744822546	2
tr|A0A0H4WRC8|A0A0H4WRC8_9BORD	0.16147793458781362	55.592891333333334	328.1	0.006917606214021098	1.1346666666666667	498.03133333333335	99999.99999999999	0.07323375597273134	0.01631457832559447	0.7935645771621948	0.01726400007385731	0.09962308846562229	0.7935645771621948	2
tr|F8GYG6|F8GYG6_CUPNN	0.2016185035842294	53.354077333333336	327.98466666666667	0.006561019239467208	0.5026666666666667	497.8093333333333	99999.99999999999	0.05308845860784594	0.010685568207408477	0.8768321752894382	0.010315608688935655	0.04907818920637178	0.8768321752894382	2
tr|A0A0P0MG51|A0A0P0MG51_9BURK	0.2016185035842294	37.037318	326.798	0.0048999589269109545	1.4913333333333334	444.61266666666666	99999.99999999999	0.03507688213155077	0.01532243787625101	0.8316530141083363	0.014517318259904616	0.10343034762395732	0.8316530141083363	2
tr|F8GSL5|F8GSL5_CUPNN	0.2016185035842294	54.021697999999994	327.8593333333333	0.006685176732563271	1.1533333333333333	492.66	99999.99999999999	0.03378691939934723	0.006940592941541683	0.9171647240137246	0.006694175800653651	0.03541358784473268	0.9171647240137246	2
tr|L0NB88|L0NB88_9RHIZ	0.2016185035842294	52.82961266666666	327.9533333333333	0.006588569714413834	2.846	480.24533333333335	99999.99999999999	0.03205522429572325	0.008475940141359906	0.8906943085241705	0.008141020618138347	0.060633506420607976	0.8906943085241705	2
tr|A0A085EX05|A0A085EX05_9BRAD	0.2016185035842294	27.120847333333334	318.96	0.004498978529419787	4.054	384.5713333333333	99999.99999999999	0.05383688286062181	0.040837492767841335	0.37162128219042223	0.037994025254204755	0.49571031692690987	0.49571031692690987	4
tr|A0A0P0MIE5|A0A0P0MIE5_9BURK	0.16147793458781362	52.10001000000001	329.046	0.006374135898234626	0.5613333333333334	481.084	99999.99999999999	0.06442114773445638	0.016053859259410674	0.8077458024784654	0.0169355094635949	0.09484368106407252	0.8077458024784654	2
tr|A0A109KX42|A0A109KX42_PSEFL	0.2016185035842294	55.977344	328.2746666666667	0.006947016931246508	0.494	504.124	99999.99999999999	0.07833526474172954	0.013818819069387913	0.8336044499774653	0.013372955686513985	0.06086851052490333	0.8336044499774653	2
tr|A0A0N7JA67|A0A0N7JA67_9BURK	0.2016185035842294	28.885481333333335	320.2966666666667	0.004978674428929033	6.204	347.2486666666667	99999.99999999999	0.0460308153072212	0.04140791552766053	0.20397769173607194	0.03835330197307796	0.6702302754559684	0.6702302754559684	4
tr|A0A0M7AQW4|A0A0M7AQW4_9RHOB	0.16147793458781362	34.929786	332.40866666666665	0.004803873613095666	3.82	427.336	99999.99999999999	0.035744111288970516	0.02154200300740708	0.34615277233763836	0.022642791114944435	0.5739183222510396	0.5739183222510396	4
tr|A0A2C9D0X2|A0A2C9D0X2_9RHIZ	0.2016185035842294	38.565342666666666	325.8466666666667	0.005308550377691857	5.414	417.64733333333334	99999.99999999999	0.05079092332052772	0.03153577250319224	0.33489322171553393	0.029669461283256086	0.55311062117749	0.55311062117749	4
tr|A0A2C9DCA8|A0A2C9DCA8_9RHIZ	0.2016185035842294	53.557322000000006	328.02133333333336	0.006665185070083199	2.212	486.60333333333335	99999.99999999999	0.023396135137116834	0.005508883394028015	0.9314678538056096	0.005301287327066709	0.03432584033617863	0.9314678538056096	2
tr|A0A2S0XCF4|A0A2S0XCF4_9RHIZ	0.2016185035842294	28.458632	324.04466666666667	0.0045339545818354095	5.347333333333333	382.3813333333333	99999.99999999999	0.04783245012769478	0.03920135151846678	0.2647201922406403	0.036457960478783295	0.6117880456344148	0.6117880456344148	4
tr|A0A231H793|A0A231H793_9NOCA	0.2016185035842294	37.81415666666667	331.3566666666667	0.0050680295972252735	5.656666666666666	428.0973333333333	99999.99999999999	0.051724470887578325	0.033271137327139724	0.31946119710063414	0.031327679397489636	0.5642155152871581	0.5642155152871581	4
tr|A0A2J7VJH6|A0A2J7VJH6_9BURK	0.16147793458781362	55.255583333333334	327.7633333333333	0.00687351313023156	1.138	500.56666666666666	99999.99999999999	0.07111378367973507	0.01603843771571275	0.797605457113	0.016971739625253546	0.0982705818662987	0.797605457113	2
tr|A0A178X0U7|A0A178X0U7_9PSEU	0.16147793458781362	39.457359333333336	333.12	0.005190975737846589	4.539333333333333	436.8673333333333	99999.99999999999	0.03233816751718844	0.018293119640213566	0.2791833237467532	0.019307989182195482	0.6508773999136492	0.6508773999136492	4
tr|A0A1N7RNP8|A0A1N7RNP8_9BURK	0.2016185035842294	56.06861866666667	328.31533333333334	0.006962430239059916	0.5026666666666667	506.24466666666666	99999.99999999999	0.07949291646120603	0.013954188317683563	0.8317069523005689	0.013507210690405315	0.06133873223013628	0.8317069523005689	2
tr|A0A2C9DBT1|A0A2C9DBT1_9RHIZ	0.2016185035842294	29.83498	317.12666666666667	0.005308587952233963	6.163333333333333	351.6913333333333	99999.99999999999	0.04548766472256283	0.03978541130524316	0.20553525998517636	0.036889718822756226	0.6723019451642614	0.6723019451642614	4
tr|A0A0G4JNC6|A0A0G4JNC6_9BURK	0.2016185035842294	40.648811333333335	328.1046666666667	0.005179915471722038	1.4853333333333334	459.35333333333335	99999.99999999999	0.020446557651160605	0.007765751796267853	0.9132748026473052	0.007388066480047433	0.05112482142521888	0.9132748026473052	2
tr|A0A1Y5T6A9|A0A1Y5T6A9_9RHOB	0.2016185035842294	37.644187333333335	326.99533333333335	0.005196298579524231	5.327333333333334	420.2493333333333	99999.99999999999	0.0502789504300876	0.03164089356244531	0.34112821870887866	0.029757723800671203	0.5471942134979172	0.5471942134979172	4
tr|A0A2S6QE45|A0A2S6QE45_9PROT	0.2016185035842294	31.700842666666663	331.52	0.004690797997460808	3.2186666666666666	411.044	99999.99999999999	0.05123916082871864	0.031430595525489866	0.5513333118023421	0.029463017823950208	0.33653391401949917	0.5513333118023421	2
tr|A0A2S6Q5E1|A0A2S6Q5E1_9PROT	0.2016185035842294	37.27904066666667	326.85	0.0051700780766234175	5.446	421.19866666666667	99999.99999999999	0.05021868457127713	0.03225994406240092	0.3269688370176813	0.030334417976059246	0.5602181163725815	0.5602181163725815	4
tr|A0A1J5PIP4|A0A1J5PIP4_9ZZZZ	0.2016185035842294	28.193228666666666	314.7513333333333	0.005329997654978698	5.214666666666667	339.948	99999.99999999999	0.04760040955910682	0.04042692181498229	0.2451286775508881	0.03739082737204174	0.6294531637029811	0.6294531637029811	4
tr|A0A1R3TLK9|A0A1R3TLK9_9RHIZ	0.2016185035842294	26.998339333333327	318.88866666666667	0.0044923493269405	4.108666666666666	389.25533333333334	99999.99999999999	0.05378137014040926	0.04090054428035695	0.36992971641247574	0.03806953175028036	0.49731883741647764	0.49731883741647764	4
tr|A0A1R3TRQ8|A0A1R3TRQ8_9RHIZ	0.2016185035842294	26.985236666666665	319.34066666666666	0.004485149468278803	4.1066666666666665	385.648	99999.99999999999	0.05372101357145643	0.041010413200991816	0.3667949107911172	0.03815489190404797	0.5003187705323866	0.5003187705323866	4
tr|A0A238KE86|A0A238KE86_9RHOB	0.2016185035842294	40.661268666666665	327.392	0.005243105041607272	1.4593333333333334	458.0346666666667	99999.99999999999	0.02077585741966168	0.007875059208526578	0.9122287357523263	0.007491381569232596	0.051628966050253	0.9122287357523263	2
tr|A0A2P8B463|A0A2P8B463_9ACTN	0.2016185035842294	27.35376666666666	320.404	0.004520986214563625	5.36	374.392	99999.99999999999	0.04829970215464656	0.04090570018039324	0.25731046650200967	0.03797689123277221	0.6155072399301783	0.6155072399301783	4
tr|A0A1X6ZXN1|A0A1X6ZXN1_9RHOB	0.2016185035842294	30.79420533333333	320.344	0.0048923676667139105	6.724666666666667	375.426	99999.99999999999	0.047646288440713246	0.04178067520107785	0.20208601597823603	0.03889362655704054	0.6695933938229324	0.6695933938229324	4
tr|A0A2K8QW21|A0A2K8QW21_9ACTN	0.2016185035842294	34.535254	319.752	0.005249196597337785	7.062	372.72333333333336	99999.99999999999	0.049267590174696826	0.041161857820048754	0.19641680404674297	0.03841724606395315	0.6747365018945582	0.6747365018945582	4
tr|A0A2K8QVD6|A0A2K8QVD6_9ACTN	0.16147793458781362	36.65738399999999	330.9633333333333	0.004940385764752696	4.541333333333333	429.6206666666667	99999.99999999999	0.029091289799248847	0.01783386425286436	0.2379290055470461	0.01878515206615213	0.6963606883346886	0.6963606883346886	4
tr|A0A2K8R7Y7|A0A2K8R7Y7_9ACTN	0.2016185035842294	28.094956	324.88933333333335	0.004513056068117541	5.436	388.21133333333336	99999.99999999999	0.04829308711019421	0.03994994167620264	0.2633428407854513	0.03717356064284202	0.6112405697853098	0.6112405697853098	4
tr|A0A2K8QW44|A0A2K8QW44_9ACTN	0.2016185035842294	49.45432066666667	327.61533333333335	0.006094587634410797	1.3113333333333332	475.25933333333336	99999.99999999999	0.008179069152240183	0.0021248700073898934	0.9754712878426033	0.002038537884403964	0.012186235113362715	0.9754712878426033	2
tr|A0A1Y5RQR2|A0A1Y5RQR2_9RHOB	0.2016185035842294	28.420867333333327	319.46133333333336	0.005129029016849082	7.858	335.22933333333333	99999.99999999999	0.05493396753778291	0.05676976053452125	0.18313443807251664	0.05259463559541485	0.6525671982597644	0.6525671982597644	4
tr|A0A231H7G5|A0A231H7G5_9NOCA	0.2016185035842294	38.043718	330.65066666666667	0.005065171621606084	4.568	439.24133333333333	99999.99999999999	0.05060272378562941	0.02863516427905202	0.4774206153774986	0.027013055036051305	0.41632844152176873	0.4774206153774986	2
tr|A0A2H5YW29|A0A2H5YW29_9BACT	0.2016185035842294	48.090167333333326	328.816	0.005884752650997702	0.568	479.3706666666667	99999.99999999999	0.026988601899348413	0.007018673361334076	0.9240255738692241	0.00673804190317929	0.03522910896691413	0.9240255738692241	2
tr|A0A2I7KGN9|A0A2I7KGN9_9RHOB	0.16147793458781362	50.05660866666667	140.55133333333333	0.014906681935084081	1.408	209.39266666666666	99999.99999999999	0.169971720359125	0.07420647591384014	0.35157436288396754	0.07706903240309536	0.327178408439972	0.35157436288396754	2
