query_acc	% identity	alignment length	mismatches	gap opens	bit score	evalue	Membership Cluster 1	Membership Cluster 2	Membership Cluster 3	Membership Cluster 4	Membership Cluster 5	Max Membership	Assigned Cluster
tr|A0A0C2MIF1|A0A0C2MIF1_9PSED	67.01561122244489	542.1803607214429	0.0067584035305626	2.43687374749499	774.031863727455	6.611899312882001	0.2176340471604573	0.1622016179877939	0.2757772344515914	0.1436246876754948	0.2007624127246625	0.2757772344515914	2
tr|A0A0C2RUC4|A0A0C2RUC4_9PSED	57.65139248434238	548.3152400835073	0.0053258316691231	4.665970772442589	688.0814196242171	11.335620610160449	0.2696405979869446	0.1335057829548469	0.2690543238901754	0.1455727875173002	0.1822265076507327	0.2696405979869446	0
tr|A0A0D0PIL0|A0A0D0PIL0_PSEFL	62.633380376344086	545.5215053763441	0.0057989536695982	2.4341397849462365	762.6204301075269	5.1999021942080335	0.2257753623280082	0.1548198496769151	0.275567429189598	0.1442952068582684	0.1995421519472102	0.275567429189598	2
tr|A0A0D5XYX5|A0A0D5XYX5_9PSED	66.11704040404041	546.369696969697	0.0064677132775605	2.4767676767676767	768.310707070707	5.576806966968753	0.2199232113383731	0.160425730650976	0.2752219782736057	0.1439649754763346	0.2004641042607104	0.2752219782736057	2
tr|A0A0D5XZW6|A0A0D5XZW6_9PSED	56.23922690763052	531.2570281124498	0.0054064614065031	4.530120481927711	662.0759036144578	3.812446282544992	0.2790620515420633	0.1270752059051693	0.2783178103122578	0.1413466158727856	0.1741983163677238	0.2790620515420633	0
tr|A0A0D6BHI0|A0A0D6BHI0_9PSED	64.33484210526315	528.8654970760234	0.0064599804420024	2.38401559454191	738.0037037037038	2.3294456472289164	0.2254178616716966	0.1536256094580649	0.2871802111085073	0.1405049829900634	0.1932713347716678	0.2871802111085073	2
tr|A0A0D6BI09|A0A0D6BI09_9PSED	54.519674273858925	529.649377593361	0.0049326112777184	5.014522821576763	648.090041493776	10.663500996222371	0.2935126138389399	0.1218347147985354	0.2737469084170312	0.1413759777165602	0.1695297852289332	0.2935126138389399	0
tr|A0A0F0FCH6|A0A0F0FCH6_9PSED	58.27971196754565	548.9655172413793	0.0049754756017086	2.6511156186612577	718.7620689655173	7.220019190138563	0.2412352752913296	0.1436817154522637	0.2793394586669523	0.1433883208591534	0.1923552297303007	0.2793394586669523	2
tr|A0A0F4SLW2|A0A0F4SLW2_PSEFL	66.95671656686628	539.8982035928144	0.0067990278602313	2.395209580838323	769.115369261477	5.749533174687275	0.217880771398306	0.1616235369398654	0.2776538898902137	0.143046840409223	0.1997949613623919	0.2776538898902137	2
tr|A0A0F4SPY7|A0A0F4SPY7_PSEFL	58.29813306451613	529.9576612903226	0.0057608098982146	4.485887096774194	674.6477822580645	4.730600673667688	0.2706056292056849	0.1313226568656396	0.2792927596607132	0.1417508155952072	0.1770281386727548	0.2792927596607132	2
tr|A0A0F4V5W7|A0A0F4V5W7_PSEFL	67.18117102615695	544.6680080482897	0.0067849824747936	2.438631790744467	776.2464788732394	7.865016805888199	0.2171722359728819	0.1628236526756565	0.2746252985201475	0.1439563065648659	0.2014225062664479	0.2746252985201475	2
tr|A0A0F4XUU1|A0A0F4XUU1_9PSED	63.90444820717131	539.2828685258964	0.0061656366333227	2.4741035856573705	753.0894422310757	6.466652655189584	0.2251858369888093	0.1550925876078731	0.2797633751694528	0.1428412917305122	0.1971169085033525	0.2797633751694528	2
tr|A0A0F7LTX4|A0A0F7LTX4_9GAMM	54.339735655737705	550.1577868852459	0.0044322132763939	3.137295081967213	707.6815573770491	10.308175327188998	0.2559984838293621	0.135873343139915	0.2744359018821687	0.1447365857703119	0.1889556853782421	0.2744359018821687	2
tr|A0A0G3GJA5|A0A0G3GJA5_9PSED	62.817520325203255	548.5325203252032	0.0057451128206408	2.432926829268293	758.0357723577235	5.442036556437024	0.2259598043761601	0.1548499834986745	0.27562444485691	0.1442669916210947	0.1992987756471606	0.27562444485691	2
tr|A0A0J6LD36|A0A0J6LD36_9PSED	58.86705714285714	550.6346938775511	0.0050706263274582	3.4816326530612245	732.284693877551	8.66900723327774	0.2463247964638966	0.1434451168367986	0.2712473668495551	0.1459367760455986	0.193045943804151	0.2712473668495551	2
tr|A0A0K1QSW9|A0A0K1QSW9_PSEFL	65.63905566600397	535.7872763419483	0.0066231265199704	2.73558648111332	758.992842942346	6.304675372826926	0.2239433085881185	0.1571509662556688	0.2788605631054769	0.1429815088649501	0.1970636531857856	0.2788605631054769	2
tr|A0A0K9I1L1|A0A0K9I1L1_9DELT	56.57377	199.53066666666663	0.011648584116542	0.28	339.83933333333334	100000.0	0.0488621075055317	0.2964410819233836	0.0673435308439923	0.2907343937888066	0.2966188859382856	0.2966188859382856	4
tr|A0A0L1MMA0|A0A0L1MMA0_PSESX	66.997625	545.8931451612904	0.0067072341681151	2.471774193548387	772.8548387096774	4.243890716717229	0.218060794720462	0.1621801868999416	0.2747333293207502	0.1439773401195181	0.201048348939328	0.2747333293207502	2
tr|A0A0L1MMH6|A0A0L1MMH6_PSESX	58.90108793456033	538.842535787321	0.0056843276707464	4.609406952965236	682.8926380368098	6.5437831267478455	0.2680435943819063	0.1337585432959963	0.2744373508233355	0.1436872997913937	0.1800732117073679	0.2744373508233355	2
tr|A0A0L6FTW2|A0A0L6FTW2_9PSED	58.59174489795919	547.9979591836735	0.0050303873947838	2.7224489795918365	722.4330612244898	5.755087606460552	0.2408636217003435	0.1441731757474611	0.2787167037693256	0.1435704759472075	0.1926760228356621	0.2787167037693256	2
tr|A0A0M3UDS4|A0A0M3UDS4_9PSED	60.08860362173039	543.0523138832998	0.0053486291948785	3.561368209255533	725.4446680080483	6.429644648259906	0.2462013056272105	0.1434629885441405	0.275099647002376	0.1445387371714461	0.1906973216548269	0.275099647002376	2
tr|A0A0M9B2J7|A0A0M9B2J7_9PSED	58.05129124236253	535.0081466395112	0.005573528266462	3.881873727087577	681.3531568228107	5.916717765337205	0.2623055486259426	0.1339372115843665	0.2817170405878109	0.141557374502091	0.1804828246997889	0.2817170405878109	2
tr|A0A0M9CZE4|A0A0M9CZE4_9GAMM	54.34371659919028	546.6781376518219	0.0045183062541004	3.366396761133603	701.9925101214575	8.212245296695318	0.2598691797451093	0.1341819232635424	0.2748316180334615	0.144345380002422	0.1867718989554648	0.2748316180334615	2
tr|A0A0N0BV85|A0A0N0BV85_9PSED	66.18637325349302	541.1656686626746	0.0066268960304658	2.4770459081836327	757.1892215568862	5.616686748138545	0.2210066551564034	0.1590656726638173	0.279086284543745	0.1427746648291116	0.1980667228069225	0.279086284543745	2
tr|A0A0N0L6A3|A0A0N0L6A3_9PSED	66.94743912175649	540.187624750499	0.0067669777688886	2.4291417165668663	767.4315369261477	6.658051096633385	0.2183419126379661	0.1613453417854639	0.2777375147815199	0.1430419554147197	0.1995332753803304	0.2777375147815199	2
tr|A0A0N9VYX0|A0A0N9VYX0_PSEFL	66.0185731707317	550.6666666666666	0.0063976693825139	2.518292682926829	768.3284552845528	6.746739812413371	0.2203901395443799	0.1604306624450553	0.2736978387048837	0.1444819633223375	0.2009993959833436	0.2736978387048837	2
tr|A0A0N9WLA3|A0A0N9WLA3_PSEFL	55.96537909836066	540.4918032786885	0.0052227701500784	4.674180327868853	673.4838114754098	6.146396858043642	0.2778537874392368	0.128756357904963	0.271860899665249	0.1438443215635832	0.1776846334269677	0.2778537874392368	0
tr|A0A0N9X1L9|A0A0N9X1L9_PSEFL	64.17083501006036	544.0422535211268	0.0060995062674634	2.4788732394366195	763.1034205231389	7.016524234664494	0.2236106138023574	0.156845711794195	0.2763094182595711	0.1438848267154459	0.1993494294284303	0.2763094182595711	2
tr|A0A0P0QE95|A0A0P0QE95_SERMA	57.900047131147545	553.2479508196722	0.0049791851246997	4.840163934426229	716.7649590163934	6.99096942955916	0.2645638877772984	0.1370442942945739	0.2622528463383956	0.1485104616177519	0.1876285099719803	0.2645638877772984	0
tr|A0A0P6S3I5|A0A0P6S3I5_9PSED	57.6042618556701	541.4680412371134	0.0054524398101838	4.550515463917526	677.8777319587629	6.2663841841832575	0.2713049482498804	0.1318439386589966	0.2737174317705645	0.1437143351810023	0.179419346139556	0.2737174317705645	2
tr|A0A0P6S6Q1|A0A0P6S6Q1_9PSED	66.42531653225807	544.9737903225806	0.0065381873345099	2.4294354838709675	773.8427419354839	7.1586036423366775	0.218491533531301	0.1614981407044922	0.274862083292927	0.1439968271992173	0.2011514152720622	0.274862083292927	2
tr|A0A0P7K7M0|A0A0P7K7M0_9PSED	66.24857746478872	545.2957746478874	0.006538698937003	2.496981891348089	764.2919517102615	7.281504237254587	0.2203076718257844	0.1600892767834137	0.276278023079548	0.1436341872176201	0.1996908410936337	0.276278023079548	2
tr|A0A0P7KH36|A0A0P7KH36_9PSED	57.945136178861794	534.0284552845528	0.0055719767221132	3.882113821138212	678.3026422764228	5.279919538713767	0.2632191422513859	0.1333273036665088	0.2825196778654886	0.1412202659715932	0.1797136102450233	0.2825196778654886	2
tr|A0A0Q6Q970|A0A0Q6Q970_9PSED	66.38059207920791	536.1584158415842	0.0067609174211766	2.4	764.7148514851485	4.857087295969811	0.2192655129211103	0.1600333366068104	0.2795564598852777	0.1425509367162515	0.1985937538705499	0.2795564598852777	2
tr|A0A0Q6QHU6|A0A0Q6QHU6_9PSED	58.22647975708502	532.1133603238867	0.0057092662528745	4.526315789473684	675.9022267206478	6.007668557849886	0.2708017762882219	0.1315067225029642	0.2779006695098852	0.1422320387272726	0.1775587929716561	0.2779006695098852	2
tr|A0A0Q7A2J5|A0A0Q7A2J5_9PSED	64.4200931174089	548.1039136302294	0.0061272074038945	2.47638326585695	768.0408906882592	10.06168396894587	0.222598057028039	0.1580060009494464	0.2742024143564144	0.1445150065770745	0.2006785210890256	0.2742024143564144	2
tr|A0A0W0P306|A0A0W0P306_9PSED	64.49538276553106	543.3587174348697	0.0062165188610884	2.49498997995992	758.6511022044089	6.692142659417914	0.2237266436941319	0.1567713205529806	0.2774496835555732	0.1434985506589689	0.1985538015383453	0.2774496835555732	2
tr|A0A0X8EX82|A0A0X8EX82_PSEFR	59.71418036072144	541.124248496994	0.0053458173350656	3.539078156312625	722.5410821643287	4.8606959538583245	0.247285102400003	0.1425139991298708	0.27615018095728	0.1441655799648582	0.1898851375479879	0.27615018095728	2
tr|A0A109Z2V1|A0A109Z2V1_SERLI	58.259817635270544	541.5150300601202	0.0051202065982963	3.31062124248497	713.9246492985973	6.290964703814802	0.2492414585642408	0.1402927807756213	0.2782127007099446	0.1434783401049042	0.1887747198452889	0.2782127007099446	2
tr|A0A142NDA3|A0A142NDA3_9PSED	55.9826160164271	538.7597535934292	0.0051988809560972	4.523613963039014	667.2691991786447	8.452757340583439	0.2776214789748454	0.1282297386841044	0.2748018885266791	0.1427807267369538	0.1765661670774171	0.2776214789748454	0
tr|A0A142NDH9|A0A142NDH9_9PSED	66.42714486921528	543.5030181086519	0.0065747693846358	2.412474849094568	770.5778672032193	9.99110998973346	0.2186830272953861	0.1611468324729381	0.2760296333645322	0.1436333671810988	0.2005071396860446	0.2760296333645322	2
tr|A0A158E696|A0A158E696_9BURK	57.92103	53.74133333333333	0.0442125545085531	0.0	87.65686666666666	99999.99999994742	0.1008851727747208	0.2721076309323216	0.142096058706284	0.2855370876944477	0.1993740498922259	0.2855370876944477	3
tr|A0A159ZWU7|A0A159ZWU7_PSEFL	63.55506072874494	547.3927125506073	0.0059252503325968	2.380566801619433	768.9264507422403	6.438767544921634	0.2230825822707846	0.157104101228979	0.2744092339903312	0.1445295152337101	0.2008745672761951	0.2744092339903312	2
tr|A0A160GND1|A0A160GND1_PSEPU	57.00928971962617	542.9732977303071	0.0049036293620162	2.574098798397864	718.545393858478	5.139050293981405	0.2431375418321021	0.1416462901826805	0.2809619741348881	0.1429044343595914	0.1913497594907376	0.2809619741348881	2
tr|A0A166QBB1|A0A166QBB1_PSEFL	59.18992531120332	545.9149377593361	0.0056165370077173	4.697095435684648	686.6122406639004	9.348221642122503	0.2669190579556504	0.1350969663275805	0.271125736329063	0.1449767617941359	0.1818814775935699	0.271125736329063	2
tr|A0A166QBC9|A0A166QBC9_PSEFL	67.44421862348179	547.7651821862348	0.0067553703369271	2.45748987854251	775.3378542510122	5.989374603628236	0.2170176638609067	0.1632658828826648	0.2738642273936103	0.1441726654437756	0.2016795604190424	0.2738642273936103	2
tr|A0A173JJB4|A0A173JJB4_9PSED	58.25788752556237	538.7852760736197	0.0055802804143835	3.948875255623722	678.8748466257668	5.987699841436772	0.2628065991147767	0.134151647688054	0.2804651592407164	0.1419475340397537	0.1806290599166991	0.2804651592407164	2
tr|A0A173JL08|A0A173JL08_9PSED	66.93299799196788	544.0522088353414	0.0067526334780388	2.4497991967871484	768.3843373493976	8.828652344125967	0.218430537853482	0.1616079685667505	0.2762549620818225	0.1435145735860283	0.2001919579119164	0.2762549620818225	2
tr|A0A176NHS4|A0A176NHS4_9PSED	63.8123453815261	542.4056224899598	0.0060489009932887	2.4718875502008038	756.1383534136546	8.124027351330307	0.2249410075670498	0.1555151376766941	0.278115299858497	0.1433671924005531	0.1980613624972058	0.278115299858497	2
tr|A0A176V4Q5|A0A176V4Q5_9PSED	63.7429403794038	548.7411924119241	0.005922810496454	2.535230352303523	767.5043360433604	10.084091875982296	0.2242301937383884	0.15680865477366	0.2735647314829103	0.1448228742871585	0.2005735457178827	0.2735647314829103	2
tr|A0A191YTE5|A0A191YTE5_9PSED	66.12812024048097	542.5290581162325	0.0065577644103499	2.434869739478958	764.4905811623246	8.184565722129808	0.2199677989220254	0.1599503959068469	0.2773631613043972	0.1432845324173998	0.1994341114493306	0.2773631613043972	2
tr|A0A1A9JGN7|A0A1A9JGN7_9PSED	57.4738295687885	540.3429158110883	0.0054364203740149	4.607802874743326	677.9088295687884	7.0387797305286925	0.2723857933361656	0.1314087691275124	0.273410017746266	0.143739080339664	0.1790563394503919	0.273410017746266	2
tr|A0A1A9JHB5|A0A1A9JHB5_9PSED	67.18108847184986	544.4276139410188	0.0067650895017087	2.454423592493298	776.8723860589813	7.631054715815351	0.2172366692502988	0.1628132063501306	0.274498097608697	0.1440007297026175	0.2014512970882559	0.274498097608697	2
tr|A0A1B3C6Q4|A0A1B3C6Q4_9PSED	64.00876814516128	542.6532258064516	0.0060961366931303	3.100806451612903	760.6112903225807	6.131239185646774	0.2296150322544124	0.1541920924367801	0.2737383602298607	0.1448795047920398	0.1975750102869069	0.2737383602298607	2
tr|A0A1B3FBL7|A0A1B3FBL7_9GAMM	57.83129278350516	556.4845360824743	0.0049256078414746	4.863917525773196	724.5929896907217	8.344503067187587	0.2630821001678609	0.1380388625525307	0.2600594505790261	0.1494519885056881	0.1893675981948941	0.2630821001678609	0
tr|A0A1C0GZL7|A0A1C0GZL7_SERMA	57.783773006134965	552.3231083844581	0.0049653741365865	4.846625766871166	717.8034764826176	8.351125072264436	0.2647579765889965	0.1369020983180779	0.2622031909373692	0.148522378004589	0.1876143561509672	0.2647579765889965	0
tr|A0A1C1ABH7|A0A1C1ABH7_PSEPU	57.025418230563005	544.470509383378	0.0048927013714022	2.5804289544235925	718.5650134048258	5.244407992156562	0.2431131647052846	0.1417909197595561	0.2804219849646082	0.1430822529135546	0.1915916776569964	0.2804219849646082	2
tr|A0A1C1BXU3|A0A1C1BXU3_PSEPU	57.06529127516779	545.1557046979866	0.0048877776919588	2.58255033557047	720.6730201342282	5.446197445110197	0.2427129282275798	0.1421328687559007	0.2797945299913225	0.1432968999749185	0.1920627730502783	0.2797945299913225	2
tr|A0A1D9IRI4|A0A1D9IRI4_9PSED	56.4295871743487	541.2104208416833	0.0048760465488389	3.4168336673346693	707.6182364729459	3.915683161022004	0.2553295222104656	0.1367827736340294	0.277165972578456	0.1436588988507361	0.1870628327263128	0.277165972578456	2
tr|A0A1E1FXZ7|A0A1E1FXZ7_9PSED	66.12855289421158	540.4031936127744	0.0066328620175203	2.475049900199601	765.3345309381237	5.10500798975506	0.220222490108739	0.1597472830513844	0.2776541609307108	0.1432028267001966	0.1991732392089691	0.2776541609307108	2
tr|A0A1E8PGI3|A0A1E8PGI3_9PSED	66.09143227091633	538.203187250996	0.0066507679731471	2.434262948207172	761.7235059760957	7.042868733255844	0.2203200130440193	0.1593171408386174	0.2792754791971957	0.1426983883470937	0.1983889785730739	0.2792754791971957	2
tr|A0A1G1SD81|A0A1G1SD81_ENTFL	79.50065217391305	479.0	0.0114484805210798	0.3478260869565217	814.9652173913043	15.33098258267066	0.1832962941776555	0.1912608618830368	0.2911173205223128	0.1351150956009663	0.1992104278160285	0.2911173205223128	2
tr|A0A1G5PQ85|A0A1G5PQ85_PHOLU	54.17486530612245	548.334693877551	0.0044358742589302	2.4959183673469387	710.5191836734695	9.526902757851923	0.2488814132594494	0.1378916965266249	0.2788316866832079	0.1436637772245855	0.1907314263061321	0.2788316866832079	2
tr|A0A1J0ES89|A0A1J0ES89_9PSED	56.57214197530865	541.4917695473251	0.0052917539473881	4.639917695473251	676.5687242798355	9.50274704160088	0.2751360014409597	0.1301037392181519	0.2720418848180606	0.1440205488521689	0.1786978256706588	0.2751360014409597	0
tr|A0A1J0ESS0|A0A1J0ESS0_9PSED	65.61862424242425	546.9535353535354	0.0064006409475125	2.4727272727272727	761.9941414141414	7.216962974037168	0.2213372462524526	0.1591146470497972	0.2761614493283764	0.1437541581404386	0.199632499228935	0.2761614493283764	2
tr|A0A1P8F2G9|A0A1P8F2G9_9PSED	66.48574302788845	539.0597609561753	0.0067185048819323	2.410358565737052	763.3350597609561	6.510783822092214	0.2193270801339467	0.1602217160190116	0.2789045345820252	0.1427485935284965	0.1987980757365199	0.2789045345820252	2
tr|A0A1P8F2J0|A0A1P8F2J0_9PSED	57.69713131313132	530.4787878787879	0.0056237854572565	4.454545454545454	671.4426262626262	5.735453867877503	0.2723760309110946	0.1302550448344845	0.2793553469079884	0.141586982136529	0.1764265952099033	0.2793553469079884	2
tr|A0A1Q3I0H7|A0A1Q3I0H7_9PSED	66.19576494023904	538.8406374501992	0.0066711845540891	2.4681274900398407	764.5053784860557	7.193878044928626	0.2201450846104169	0.1596836550808229	0.2783587866152284	0.1429733406286805	0.1988391330648512	0.2783587866152284	2
tr|A0A1Q4NXY1|A0A1Q4NXY1_SERMA	57.52179713114754	553.5266393442623	0.0049258097906737	4.854508196721311	716.5504098360656	6.0324698256980165	0.2655446277203522	0.1365172842240362	0.261782184953419	0.1486403368660503	0.187515566236142	0.2655446277203522	0
tr|A0A1Q5WC94|A0A1Q5WC94_SERMA	57.79568930041152	555.4506172839506	0.004937819800071	4.8559670781893	723.1858024691358	7.561481613495534	0.2634562614036421	0.1377656096304843	0.2605575282357045	0.1492372250023197	0.1889833757278493	0.2634562614036421	0
tr|A0A1Q8EPI7|A0A1Q8EPI7_9PSED	66.0595659229209	548.2454361054766	0.0063883269645149	2.4685598377281948	769.1423935091278	8.308672171543895	0.2198461795634748	0.1605772969512813	0.2745130998828561	0.1441934880123065	0.2008699355900811	0.2745130998828561	2
tr|A0A1Q8EPK9|A0A1Q8EPK9_9PSED	56.85834854771784	546.6078838174274	0.0052385607515502	4.699170124481328	681.5767634854772	7.197042629452068	0.2734626372288289	0.1314596495291787	0.2694894048548244	0.1451151358301805	0.1804731725569874	0.2734626372288289	0
tr|A0A1Q9C206|A0A1Q9C206_SYMMI	46.10256962864722	323.1737400530504	0.0061256983118763	4.607427055702917	399.0994031830239	45543.66695378103	0.2274248849515563	0.1094158608515316	0.2129058320781168	0.2532268319871052	0.1970265901316899	0.2532268319871052	3
tr|A0A1S1V148|A0A1S1V148_9PSED	63.4602589041096	555.1178082191781	0.0057705225712437	2.584931506849315	771.3320547945206	12.839380523046792	0.2245707246621078	0.157063065184797	0.2706029054030189	0.145829444781613	0.2019338599684631	0.2706029054030189	2
tr|A0A1S8H7Y1|A0A1S8H7Y1_9PSED	58.42438603696098	539.47022587269	0.0056239459155528	4.585215605749487	676.1973305954825	6.502172752829112	0.2702535170761798	0.1324618195568966	0.2751001435384086	0.1432811265780866	0.1789033932504282	0.2751001435384086	2
tr|A0A1T1HL37|A0A1T1HL37_9PSED	62.50022810590632	551.0162932790224	0.0056661470449393	2.574338085539715	748.0566191446028	5.797366548700079	0.2288978336510292	0.1530932385669671	0.2758977524972453	0.1442535971221936	0.1978575781625646	0.2758977524972453	2
tr|A0A1T1HL41|A0A1T1HL41_9PSED	55.62717248459959	539.4188911704313	0.0051086771475405	3.969199178644764	671.2281314168378	6.833539314098757	0.2708225875448466	0.1297589822518291	0.2787618349242194	0.1420172446171816	0.1786393506619232	0.2787618349242194	2
tr|A0A1V2JUV6|A0A1V2JUV6_9PSED	64.13680848153214	554.8700410396717	0.0059082639467414	2.58686730506156	773.2725034199726	9.440880828722658	0.2233078131713259	0.1581986749649754	0.2705697531806142	0.1457499888006663	0.2021737698824179	0.2705697531806142	2
tr|A0A1V3MRL3|A0A1V3MRL3_9PSED	66.85933601609658	543.7907444668008	0.0066814541479219	2.4185110663983904	774.476861167002	7.088627876121586	0.2176784244839815	0.1621758453625043	0.2752547130197446	0.1438030715081127	0.2010879456256568	0.2752547130197446	2
tr|A0A1V3T9J2|A0A1V3T9J2_9PSED	66.91097843665769	547.0902964959569	0.0066368510800945	2.4595687331536387	776.4780323450134	7.188743406675503	0.2177224196598457	0.1625185877557092	0.2737012629097545	0.1442978920498093	0.2017598376248811	0.2737012629097545	2
tr|A0A1V4F7Z6|A0A1V4F7Z6_9PSED	64.17762874251497	540.1576846307386	0.0062085627225367	2.475049900199601	755.8714570858283	5.830177988279503	0.2244156317424893	0.1558468239733642	0.2790130813489377	0.1430417854879699	0.1976826774472388	0.2790130813489377	2
tr|A0A1W5DJF6|A0A1W5DJF6_9GAMM	57.82585370741483	541.8176352705411	0.0050426449617729	3.3006012024048097	710.606613226453	8.097520805319943	0.2505644585282686	0.139395857344136	0.2784618527973779	0.1433665132948822	0.1882113180353351	0.2784618527973779	2
tr|A0A1X1P1Z3|A0A1X1P1Z3_9PSED	58.884744376278114	552.1840490797546	0.0050187816928193	2.703476482617587	726.8292433537832	6.58206639243142	0.2393337484207404	0.1454866229116547	0.2768213412763792	0.144209230341882	0.1941490570493436	0.2768213412763792	2
tr|A0A1X3AKL0|A0A1X3AKL0_ENTFL	79.41334782608696	479.0	0.0113917768102483	0.3478260869565217	814.0521739130435	15.33098258267066	0.1834143708564078	0.1910298686381654	0.2913839297286029	0.1350687203274102	0.1991031104494136	0.2913839297286029	2
tr|A0A1Y1T9L4|A0A1Y1T9L4_PSECL	57.903465696465695	547.1268191268191	0.0053901405703175	4.696465696465697	688.1692307692308	9.24794208389362	0.2694890993101481	0.1336525932398586	0.2693680446725909	0.1454623995482829	0.1820278632291194	0.2694890993101481	0
tr|A0A1Y1T9L5|A0A1Y1T9L5_PSECL	66.17084507042254	544.3340040241449	0.006534142772019	2.4688128772635816	769.271227364185	5.852349459399597	0.2196803347541681	0.1604908694603523	0.2757010979722304	0.1437983317364784	0.2003293660767705	0.2757010979722304	2
tr|A0A221DPR7|A0A221DPR7_SERMA	58.062863917525775	556.3278350515463	0.0049558062224936	4.855670103092783	724.3705154639175	8.750216910645287	0.2625715888994674	0.138323397205804	0.2603774769179487	0.1493507194402371	0.1893768175365427	0.2625715888994674	0
tr|A0A255YLA0|A0A255YLA0_9PSED	67.26801204819277	542.6767068273092	0.0068016056998006	2.391566265060241	772.0869477911647	9.753950779331484	0.2170746754936057	0.162589122715691	0.2762882424446617	0.1434171590548873	0.200630800291154	0.2762882424446617	2
tr|A0A266LVT5|A0A266LVT5_PSEFR	60.19935365853658	547.790650406504	0.0052995537810615	3.319105691056911	734.0522357723578	5.863400386228738	0.2420286158456886	0.1457022812474928	0.2737807855112189	0.1450786207217215	0.1934096966738781	0.2737807855112189	2
tr|A0A267A425|A0A267A425_PSEFR	60.12763147410359	533.4780876494024	0.0054275548188869	3.5139442231075697	723.9390438247012	5.052981538637325	0.2463094276799167	0.1426204008981553	0.2788267969277844	0.1432711356097007	0.1889722388844426	0.2788267969277844	2
tr|A0A267AIQ1|A0A267AIQ1_PSEFR	60.14212398373984	547.5426829268292	0.0052935667447322	3.3272357723577235	734.1678861788617	5.713600991498609	0.2422101311243165	0.1455883602704907	0.273746424381426	0.1450904901149129	0.1933645941088536	0.273746424381426	2
tr|A0A267CY73|A0A267CY73_PSEFR	59.98385258964144	533.292828685259	0.0054059872158296	3.50398406374502	723.49203187251	4.839147018207498	0.2465783003915764	0.142380925329012	0.2789469935090755	0.1432297047182304	0.1888640760521057	0.2789469935090755	2
tr|A0A291AH96|A0A291AH96_9PSED	58.44955761316873	540.9609053497942	0.0056149914817471	4.633744855967078	681.2207818930041	9.048455964631986	0.2695473163315946	0.13311352710321	0.2733965164371819	0.1439586710284536	0.1799839690995597	0.2733965164371819	2
